	bwnet_20$colors		ensembl_id	uniprot_function
Zm00001eb047770	turquoise		Zm00001eb052220	ADP-ribosylation factor-like protein 2/ADP-ribosylation factor-like protein 2/ADP-ribosylation factor/Uncharacterized protein/
Zm00001eb047780	tan		Zm00001eb052230	PORR domain-containing protein/
Zm00001eb047810	pink		Zm00001eb052260	Acidic leucine-rich nuclear phosphoprotein 32-related protein/Acidic leucine-rich nuclear phosphoprotein 32-related protein/Acidic leucine-rich nuclear phosphoprotein 32-related protein 2/Acidic leucine-rich nuclear phosphoprotein 32 family member A/
Zm00001eb047820	cyan		Zm00001eb052460	Poly(A) polymerase (EC 2.7.7.19)/Poly(A) polymerase (EC 2.7.7.19)/Polynucleotide adenylyltransferase (EC 2.7.7.19)/
Zm00001eb047830	turquoise		Zm00001eb052550	Uncharacterized protein/
Zm00001eb047840	turquoise		Zm00001eb052600	Auxin-responsive protein SAUR71/Auxin-responsive protein SAUR71/Uncharacterized protein/SAUR25-auxin-responsive SAUR family member/Putative auxin-induced protein family (SAUR14-auxin-responsive SAUR family member)/
Zm00001eb047860	blue		Zm00001eb052640	VOC domain-containing protein/VOC domain-containing protein/Lactoylglutathione lyase / glyoxalase I family protein/Lactoylglutathione lyase/
Zm00001eb047880	green		Zm00001eb052650	Ferredoxin/
Zm00001eb047920	brown		Zm00001eb052680	TATA-binding protein1/TATA-binding protein1/TATA-box-binding protein 1/TATA-box-binding protein 1 (TATA sequence-binding protein 1) (TBP-1) (TATA-binding factor 1) (TATA-box factor 1) (Transcription initiation factor TFIID TBP-1 subunit)/TATA sequence-binding protein 1 (TBP-1)/
Zm00001eb047970	blue		Zm00001eb052700	Cation/calcium exchanger 1/Cation/calcium exchanger 1/K-exchanger-like protein/Cation/calcium exchanger 2/
Zm00001eb047980	lightyellow		Zm00001eb052720	DnaJ/Hsp40 cysteine-rich domain superfamily protein/
Zm00001eb047990	turquoise		Zm00001eb052730	HSP20-like chaperones superfamily protein/HSP20-like chaperones superfamily protein/Protein RESTRICTED TEV MOVEMENT 2/SHSP domain-containing protein/
Zm00001eb048000	blue		Zm00001eb052740	Signal peptidase complex subunit 1/Signal peptidase complex subunit 1/Putative signal peptidase complex subunit 1/Putative signal peptidase complex subunit 1 (Signal peptidase complex subunit 1)/
Zm00001eb048030	blue		Zm00001eb052750	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (EC 2.1.1.14)/
Zm00001eb048070	blue		Zm00001eb052860	"Cationic amino acid transporter 4 vacuolar/Cationic amino acid transporter 4 vacuolar/Cationic amino acid transporter 2, vacuolar/"
Zm00001eb048130	brown		Zm00001eb052870	Transcription regulator NOT2/NOT3/NOT5 family protein/Transcription regulator NOT2/NOT3/NOT5 family protein/CCR4-NOT transcription complex subunit 3/
Zm00001eb048140	green		Zm00001eb052940	Rhomboid-like protein 15/Rhomboid-like protein 15/Rhomboid family protein/UBA domain-containing protein/
Zm00001eb048210	lightyellow		Zm00001eb052950	Putative E3 ubiquitin-protein ligase BAH1-like/Putative E3 ubiquitin-protein ligase BAH1-like/RING-type E3 ubiquitin transferase (EC 2.3.2.27)/
Zm00001eb048230	tan		Zm00001eb052960	Myosin-binding protein 7/
Zm00001eb048280	pink		Zm00001eb052970	Ribosomal protein S5/Elongation factor G/III/V family protein/Ribosomal protein S5/Elongation factor G/III/V family protein/Ribosome assembly protein 1/
Zm00001eb048310	brown		Zm00001eb053000	Uncharacterized protein/
Zm00001eb048320	green		Zm00001eb053010	C2 NT-type domain-containing protein/
Zm00001eb048330	green		Zm00001eb053040	Sulfotransferase (EC 2.8.2.-)/
Zm00001eb048410	blue		Zm00001eb053090	Major facilitator superfamily protein/Major facilitator superfamily protein/Protein NUCLEAR FUSION DEFECTIVE 4/Uncharacterized protein/
Zm00001eb048420	turquoise		Zm00001eb053110	AGO1a/AGO1a/Protein argonaute 5/Argonaute1a (Fragment)/Protein argonaute 12/
Zm00001eb048440	salmon		Zm00001eb053160	GDSL esterase/lipase/GDSL esterase/lipase/Anther-specific proline-rich protein APG/
Zm00001eb048520	brown		Zm00001eb053170	GATA transcription factor 24/GATA transcription factor 24/GATA transcription factor 18 (Fragment)/GATA transcription factor 25/
Zm00001eb048600	turquoise		Zm00001eb053200	RecQ-mediated genome instability-like protein/RecQ-mediated genome instability-like protein/Uncharacterized protein/
Zm00001eb048660	salmon		Zm00001eb053230	5'-AMP-activated protein kinase-related/5'-AMP-activated protein kinase-related/Uncharacterized protein/
Zm00001eb048680	pink		Zm00001eb053320	Cox19-like CHCH family protein/Cox19-like CHCH family protein/CHCH domain-containing protein/Cox19-like CHCH family protein (p8MTCP1)/p8MTCP1/
Zm00001eb048700	tan		Zm00001eb053360	Uncharacterized protein/
Zm00001eb048730	tan		Zm00001eb053370	Glycosyltransferase family protein 64 protein C5/
Zm00001eb048780	blue		Zm00001eb053390	Uncharacterized protein/
Zm00001eb048820	tan		Zm00001eb053420	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.21) (EC 2.7.4.24)/
Zm00001eb048850	salmon		Zm00001eb053460	Zinc finger CCCH domain-containing protein 33/Zinc finger CCCH domain-containing protein 33/Zinc finger CCCH domain-containing protein 8/
Zm00001eb048860	turquoise		Zm00001eb053470	"Succinate dehydrogenase10/Succinate dehydrogenase10/Succinate dehydrogenase12 (Fragment)/Succinate dehydrogenase subunit 5, mitochondrial/Succinate dehydrogenase12/Uncharacterized protein/"
Zm00001eb048920	blue		Zm00001eb053490	"Acylpyruvase FAHD1, mitochondrial/"
Zm00001eb049070	blue		Zm00001eb053500	Hexosyltransferase (EC 2.4.1.-)/Hexosyltransferase (EC 2.4.1.-)/Uncharacterized protein/Polygalacturonate 4-alpha-galacturonosyltransferase/
Zm00001eb049080	green		Zm00001eb053510	RNA polymerase II transcription elongation factor/RNA polymerase II transcription elongation factor/EAF domain-containing protein/
Zm00001eb049090	tan		Zm00001eb053520	Tetratricopeptide repeat protein 38/
Zm00001eb049100	blue		Zm00001eb053580	BGGP Beta-1-3-galactosyl-O-glycosyl-glycoprotein/BGGP Beta-1-3-galactosyl-O-glycosyl-glycoprotein/Beta-glucuronosyltransferase GlcAT14A/Uncharacterized protein/
Zm00001eb049120	tan		Zm00001eb053650	DUF1336 domain containing protein expressed/DUF1336 domain containing protein expressed/DUF1336 domain-containing protein/
Zm00001eb049150	cyan		Zm00001eb053740	Ribosomal L18p/L5e family protein/Ribosomal L18p/L5e family protein/Ribosomal L18p/L5e family protein (Structural constituent of ribosome)/Structural constituent of ribosome/
Zm00001eb049270	turquoise		Zm00001eb053760	Cytochrome P450 71D7/
Zm00001eb049370	salmon		Zm00001eb053790	Proteasome subunit beta/
Zm00001eb049380	turquoise		Zm00001eb053810	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family/Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family/LEA_2 domain-containing protein/
Zm00001eb049400	turquoise		Zm00001eb053830	Nuclear transcription factor Y subunit/Nuclear transcription factor Y subunit/Nuclear transcription factor Y subunit A-9/
Zm00001eb049430	blue		Zm00001eb053850	Protein yippee-like/
Zm00001eb049500	brown		Zm00001eb053870	Zinc finger CCCH domain-containing protein 30/Zinc finger CCCH domain-containing protein 30/Zinc finger CCCH domain-containing protein 24/
Zm00001eb049540	turquoise		Zm00001eb053960	Deleted./Deleted./Pescadillo homolog/
Zm00001eb049560	tan		Zm00001eb054050	Lipoxygenase4/Lipoxygenase4/Lipoxygenase (EC 1.13.11.-)/
Zm00001eb049570	green		Zm00001eb054060	Ethylene-insensitive protein 2/Ethylene-insensitive protein 2/Ethylene insensitive 2/Protein ETHYLENE-INSENSITIVE 2/
Zm00001eb049600	brown		Zm00001eb054090	ARM repeat superfamily protein/ARM repeat superfamily protein/Importin-5/
Zm00001eb049610	green		Zm00001eb054120	Cytidine/deoxycytidylate deaminase family protein/Cytidine/deoxycytidylate deaminase family protein/tRNA-specific adenosine deaminase 2/CMP/dCMP-type deaminase domain-containing protein/tRNA-specific adenosine deaminase/
Zm00001eb049720	blue		Zm00001eb054140	Uncharacterized protein/Uncharacterized protein/GNS1/SUR4 membrane protein family/Putative elongation of fatty acids protein/
Zm00001eb049730	turquoise		Zm00001eb054160	Uncharacterized protein/
Zm00001eb049750	blue		Zm00001eb054170	Ethylene receptor1-25/Ethylene receptor1-25/Putative ethylene response sensor 1/Histidine kinase domain-containing protein/Ethylene receptor (Ethylene receptor1-25)/
Zm00001eb049780	turquoise		Zm00001eb054190	Phosphatidylinositol 4-phosphate 5-kinase (EC 2.7.1.68)/
Zm00001eb049800	green		Zm00001eb054210	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)/Tryptophanyl-tRNA synthetase (EC 6.1.1.2)/Tryptophan--tRNA ligase cytoplasmic/
Zm00001eb049860	turquoise		Zm00001eb054220	Organic anion transporter/Organic anion transporter/Putative sugar phosphate/phosphate translocator/TPT domain-containing protein/
Zm00001eb049870	turquoise		Zm00001eb054250	Beta-glucosidase/Beta-glucosidase/Beta-glucosidase 8/Uncharacterized protein/
Zm00001eb049890	cyan		Zm00001eb054290	Mitogen-activated protein kinase kinase kinase 1/Mitogen-activated protein kinase kinase kinase 1/Protein kinase domain-containing protein/
Zm00001eb049910	green		Zm00001eb054320	Histone acetyltransferase type B catalytic subunit/Histone acetyltransferase type B catalytic subunit/Uncharacterized protein/
Zm00001eb049920	turquoise		Zm00001eb054340	Uncharacterized protein/
Zm00001eb049930	salmon		Zm00001eb054350	Protein-serine/threonine phosphatase (EC 3.1.3.16)/
Zm00001eb049940	turquoise		Zm00001eb054370	Putative membrane protein/Putative membrane protein/Gtk16 protein/
Zm00001eb049950	green		Zm00001eb054390	"Putative plastid-lipid-associated protein 4 chloroplastic/Putative plastid-lipid-associated protein 4 chloroplastic/Putative plastid-lipid-associated protein 4, chloroplastic/Structural molecule/PAP_fibrillin domain-containing protein/"
Zm00001eb049970	lightsteelblue1		Zm00001eb054430	"Protein FAF-like, chloroplastic/"
Zm00001eb050030	turquoise		Zm00001eb054520	Phytanoyl-CoA dioxygenase (Fragment)/Phytanoyl-CoA dioxygenase (Fragment)/Phytanoyl-CoA dioxygenase/Phytanoyl-CoA dioxygenase 1/
Zm00001eb050060	green		Zm00001eb054650	DEAD-box ATP-dependent RNA helicase 21/DEAD-box ATP-dependent RNA helicase 21/ATP-dependent RNA helicase DDX23/
Zm00001eb050100	green		Zm00001eb054660	Uncharacterized protein/Uncharacterized protein/Myosin-binding protein 3/F-box domain containing protein/Myosin-binding protein 2/
Zm00001eb050290	turquoise		Zm00001eb054680	mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56)/mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56)/Uncharacterized protein/Microsomal glutathione S-transferase 3 (Microsomal glutathione s-transferase)/Microsomal glutathione S-transferase 3/
Zm00001eb050310	turquoise		Zm00001eb054700	Basic blue protein/
Zm00001eb050320	green		Zm00001eb054710	Chemocyanin/
Zm00001eb050340	blue		Zm00001eb054730	Chemocyanin/Chemocyanin/Basic blue protein (Chemocyanin)/
Zm00001eb050350	green		Zm00001eb054790	Uncharacterized protein/
Zm00001eb050370	green		Zm00001eb054830	Putative serine/threonine protein kinase IREH1/Putative serine/threonine protein kinase IREH1/Serine/threonine-protein kinase AtPK1/AtPK6/
Zm00001eb050410	turquoise		Zm00001eb054880	H15 domain-containing protein/
Zm00001eb050460	turquoise		Zm00001eb054920	Zinc-finger domain of monoamine-oxidase A repressor R1/Zinc-finger domain of monoamine-oxidase A repressor R1/Pentatricopeptide repeat-containing protein/zf-4CXXC_R1 domain-containing protein/
Zm00001eb050470	pink		Zm00001eb054940	Uncharacterized protein/Uncharacterized protein/Pentatricopeptide repeat-containing protein/
Zm00001eb050480	turquoise		Zm00001eb054950	Ubiquitin-conjugating enzyme E2 variant 1A/Ubiquitin-conjugating enzyme E2 variant 1A/Ubiquitin conjugating enzyme5/Ubiquitin-conjugating enzyme E2 variant 1/
Zm00001eb050490	pink		Zm00001eb054980	"Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) (EC 5.4.2.2)/"
Zm00001eb050500	salmon		Zm00001eb054990	Glutamine synthetase (EC 6.3.1.2)/Glutamine synthetase (EC 6.3.1.2)/Uncharacterized protein/Glutamine synthetase root isozyme 2 (EC 6.3.1.2) (Glutamate--ammonia ligase)/
Zm00001eb050530	brown		Zm00001eb055030	Dynamin-related protein 1C/Dynamin-related protein 1C/Uncharacterized protein/Dynamin-type G domain-containing protein/
Zm00001eb050580	turquoise		Zm00001eb055080	Exportin-2/
Zm00001eb050600	green		Zm00001eb055120	60S ribosomal protein L17-2/
Zm00001eb050610	brown		Zm00001eb055170	Formylglycinamide ribonucleotide amidotransferase (EC 6.3.5.3) (Formylglycinamide ribotide amidotransferase)/
Zm00001eb050680	green		Zm00001eb055180	Vacuolar sorting protein 39/Vacuolar sorting protein 39/Vam6/Vps39-like protein/CNH domain-containing protein/
Zm00001eb050760	blue		Zm00001eb055210	Receptor-like kinase TMK2/Receptor-like kinase TMK2/Receptor protein kinase TMK1/
Zm00001eb050860	brown		Zm00001eb055280	Histidine kinase (EC 2.7.13.3)/
Zm00001eb050990	turquoise		Zm00001eb055330	Actin-7/Actin-7/Actin-1/
Zm00001eb051000	salmon		Zm00001eb055360	"Cytochrome c oxidase assembly protein COX11 mitochondrial/Cytochrome c oxidase assembly protein COX11 mitochondrial/Cytochrome c oxidase assembly protein COX11, mitochondrial/Cytochrome c oxidase assembly protein ctaG/"
Zm00001eb051050	blue		Zm00001eb055450	Protein kinase superfamily protein/Protein kinase superfamily protein/Protein kinase superfamily protein (Fragment)/Putative serine/threonine-protein kinase dyrk2/
Zm00001eb051070	pink		Zm00001eb055470	Protein NRT1/ PTR FAMILY 8.3/Protein NRT1/ PTR FAMILY 8.3/Uncharacterized protein/
Zm00001eb051090	pink		Zm00001eb055480	"60S ribosomal protein L23/60S ribosomal protein L23/Transducin/WD40 repeat-like superfamily protein/Putative L-ascorbate peroxidase 6, chloroplastic/"
Zm00001eb051100	turquoise		Zm00001eb055490	Glutamate decarboxylase (EC 4.1.1.15)/
Zm00001eb051110	blue		Zm00001eb055550	ILITYHIA/ILITYHIA/ILITYHIA (Fragment)/Protein ILITYHIA/
Zm00001eb051150	pink		Zm00001eb055560	Calcium load-activated calcium channel (CLAC channel)/
Zm00001eb051160	green		Zm00001eb055620	SWI/SNF complex subunit SWI3D/
Zm00001eb051170	turquoise		Zm00001eb055630	Uncharacterized protein/Uncharacterized protein/Zinc finger CCCH domain-containing protein 22/
Zm00001eb051200	blue		Zm00001eb055640	Protein CHROMATIN REMODELING 5/Protein CHROMATIN REMODELING 5/Chromatin complex subunit A 106/TATA-binding protein-associated factor BTAF1/ATP-dependent DNA helicase DDM1/Uncharacterized protein/
Zm00001eb051220	salmon		Zm00001eb055650	Adenylyl cyclase-associated protein/Adenylyl cyclase-associated protein/C-CAP/cofactor C-like domain-containing protein/
Zm00001eb051240	pink		Zm00001eb055720	Sec14-related protein/Sec14-related protein/Random slug protein 5/Sec14p-like phosphatidylinositol transfer family protein/
Zm00001eb051280	turquoise		Zm00001eb055770	Uncharacterized protein/
Zm00001eb051300	pink		Zm00001eb055810	Uncharacterized protein/
Zm00001eb051310	blue		Zm00001eb055830	Transcription factor bHLH18/Transcription factor bHLH18/Transcription factor bHLH25/BHLH transcription factor (Transcription factor bHLH18)/Symbiotic ammonium transporter/
Zm00001eb051340	blue		Zm00001eb055840	Katanin p80 WD40 repeat-containing subunit B1 homolog/Katanin p80 WD40 repeat-containing subunit B1 homolog/Katanin p80 WD40 repeat-containing subunit B1-like protein/COMPASS-like H3K4 histone methylase component WDR5A/Uncharacterized protein/
Zm00001eb051350	turquoise		Zm00001eb055850	Tubulin alpha chain/Tubulin alpha chain/Alpha tubulin1/Tubulin alpha-1 chain (Alpha-1-tubulin)/Tubulin alpha-2 chain (Alpha-2-tubulin)/
Zm00001eb051360	brown		Zm00001eb055900	Epidermal patterning factor-like protein/Epidermal patterning factor-like protein/Uncharacterized protein/
Zm00001eb051370	lightyellow		Zm00001eb055910	Uncharacterized protein/Uncharacterized protein/Putative lipase YOR059C/DUF676 domain-containing protein/
Zm00001eb051410	turquoise		Zm00001eb055930	Uncharacterized protein/
Zm00001eb051460	turquoise		Zm00001eb055970	"GTP-binding protein chloroplastic/GTP-binding protein chloroplastic/Uncharacterized protein/Hflx-type G domain-containing protein/Putative plastid-lipid-associated protein 2, chloroplastic/GTP-binding protein/"
Zm00001eb051480	salmon		Zm00001eb055990	Transcription factor bHLH62/Transcription factor bHLH62/Transcription factor bHLH74/BHLH transcription factor (Transcription factor bHLH62)/
Zm00001eb051610	green		Zm00001eb056030	Thioredoxin superfamily protein/Thioredoxin superfamily protein/Uncharacterized protein/
Zm00001eb051620	turquoise		Zm00001eb056050	Growth-regulating factor/Growth-regulating factor/Growth-regulating factor 2/
Zm00001eb051650	turquoise		Zm00001eb056060	Uncharacterized protein/
Zm00001eb051720	lightsteelblue1		Zm00001eb056080	BSD domain-containing protein/BSD domain-containing protein/BSD domain containing protein/
Zm00001eb051730	brown		Zm00001eb056110	Uncharacterized protein/
Zm00001eb051750	lightyellow		Zm00001eb056130	"Calcium-transporting ATPase (EC 7.2.2.10)/Calcium-transporting ATPase (EC 7.2.2.10)/Calcium pump4/Calcium-transporting ATPase 3, endoplasmic reticulum-type/"
Zm00001eb051760	turquoise		Zm00001eb056190	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein/Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein/Uncharacterized protein/
Zm00001eb051780	turquoise		Zm00001eb056200	Uncharacterized protein/Uncharacterized protein/Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein/
Zm00001eb051860	brown		Zm00001eb056220	Metalloendopeptidase/Metalloendopeptidase/Leishmanolysin-like peptidase/
Zm00001eb051890	turquoise		Zm00001eb056280	CAP (Cysteine-rich secretory proteins Antigen 5 and Pathogenesis-related 1 protein) superfamily protein/CAP (Cysteine-rich secretory proteins Antigen 5 and Pathogenesis-related 1 protein) superfamily protein/Pathogenesis-related protein PRB1-3/
