ENSEMBL_GeneID	C_24_Susc_counts	C_24_Tol_counts	C_6_Susc_counts	C_6_Tol_counts	T_24_Susc_counts	T_24_Tol_counts	T_6_Susc_counts	T_6_Tol_counts
Zm00001eb102660	1	4	0	1	0	0	0	10
Zm00001eb102670	0	2	0	0	0	0	0	1
Zm00001eb102680	0	1	0	0	0	0	0	0
Zm00001eb102690	8	35	24	11	8	4	3	8
Zm00001eb102710	696	797	741	664	591	581	777	681
Zm00001eb102720	516	440	420	438	454	486	572	445
Zm00001eb102730	0	0	0	2.01	0	0	0	0
Zm00001eb102740	1027	1143	1003	816	1069	1356	1331	1103
Zm00001eb102760	1598.99	1925.99	1637	1300	1440	1719	1904	1813
Zm00001eb102770	147.01	251.01	60	121	105	213	119	110
Zm00001eb102780	223	478	273	208	225	269	291	217
Zm00001eb102790	604	937	810	837	474	577	676	778
Zm00001eb102800	251.94	244.87	210.44	261.43	238.89	155.09	269.13	245.9
Zm00001eb102810	67.06	59.13	30.56	42.57	39.11	81.91	43.87	44.1
Zm00001eb102820	0	3.5	0	4.5	0	2.5	0	5.5
Zm00001eb102830	1009.35	1101	1317.74	865	925	817	1221.42	1055
Zm00001eb102840	150	179	152	135	141	73	160	89
Zm00001eb102850	574	307	647	184	599	320	786	215
Zm00001eb102860	0	0	0	0	0	0	0	0
Zm00001eb102870	0	0	0	0	0	0	1	0
Zm00001eb102880	0	1	0	1	0	0	0	0
Zm00001eb102890	0	0	0	0	0	0	0	0
Zm00001eb102900	5	5	13	6	1	3	15	8
Zm00001eb102910	764	646.81	744	269.42	964	348.53	836.62	381.27
Zm00001eb102920	1314	1156	1968	1106	2010	1509	1607	1553
Zm00001eb102930	219	203	206	105	169	150	224	198
Zm00001eb102940	0	36.19	0	46.58	0	62.47	10.38	72.73
Zm00001eb102950	0	0	0	0	0	0	0	0
Zm00001eb102960	0	4.5	3.79	1.6	0	4.35	8.51	5.81
Zm00001eb102970	909	875	1044	730	1844	1272	1195	914
Zm00001eb102980	31	69	26	42	5	31	28	29
Zm00001eb102990	0	0	0	0	0	0	0	0
Zm00001eb103000	0	0	0	0	0	0	0	0
Zm00001eb103010	2882	101	3154	63	5174	206	1686	66
Zm00001eb103020	197	201.81	276	105	121	164	130.78	118
Zm00001eb103030	2418	4005.86	2551	2657	1951	2597	2672.22	2595
Zm00001eb103040	0	0	0	1	0	0	1	3
Zm00001eb103050	277	416	236	219	312	410	335	406
Zm00001eb103060	55	45	41	30	29	23	33	22
Zm00001eb103070	2185	1951	1569	1201	1445	1137	2636	1807
Zm00001eb103080	1706	1749	1402	908	1688	1469	2284	1746
Zm00001eb103090	151	202	125	114	76	90	131	117
Zm00001eb103100	0	0	0	0	0	0	0	0
Zm00001eb103110	6	2	10	1	7	0	10	4
Zm00001eb103120	0	0	0	0	0	94	0	0
Zm00001eb103130	47	19	110	24	90	0	108	81
Zm00001eb103140	0	97.01	0	88.44	0	93.58	0	134.46
Zm00001eb103150	0	0	0	0	0	0	1	0
Zm00001eb103160	234	633	152	315	180	474	263	502
Zm00001eb103170	215	701	301	577	191	678	253	752
Zm00001eb103180	75	253	89	271	33	141	70	157
Zm00001eb103190	302	682	188	564	238	665	205	877
Zm00001eb103200	134	78	118	106	71	52	69	53
Zm00001eb103210	143	117	117	111	92	66	136	95
Zm00001eb103220	133	76	151	89	140	79	196	78
Zm00001eb103240	347	323	273	216	293	262	358	298
Zm00001eb103250	421	389	244	301	149	203	180	192
Zm00001eb103260	3372	3131	4074	2636	3031	2155	3963	3009
Zm00001eb103270	0	0	0	0	1.05	0	0	0
Zm00001eb103280	7.24	1.32	0	0	6.22	0	0	0
Zm00001eb103290	0	0	0	0	0	0	0	0
Zm00001eb103300	1253	1429	989	807	1168	1226	1320	1342
Zm00001eb103310	72	84	27	45	33	98	236	193
Zm00001eb103320	371	500	365	328	310	452	394	483
Zm00001eb103330	220	485	144	327	135	487	285	575
Zm00001eb103340	9	11	11	4	2	13	4	8
Zm00001eb103350	6	0	11	0	2	0	10	4
Zm00001eb103360	0	0	0	0	0	0	0	0
Zm00001eb103370	646	412	285	219	543	391	620	437
Zm00001eb103380	1155.63	536.53	1488.9	464.58	241.13	153.83	594.16	196
Zm00001eb103390	80.37	45.47	91.1	58.42	17.87	18.17	21.84	26
Zm00001eb103400	501	467	489	332	369	411	497	407
Zm00001eb103410	94	143	111	109	39	42	122	119
Zm00001eb103420	0	0	0	0	0	0	0	2
Zm00001eb103430	0	0	0	0	0	0	0	0
Zm00001eb103450	0	0	0	0	0	0	0	0
Zm00001eb103460	34	12	5	8	18	0	39	6
Zm00001eb103470	40	27.01	65	15	11	9.01	51	12
Zm00001eb103480	48	265	63	195	19	67	62	419
Zm00001eb103490	218	61	820	542	540	607	1673	1019
Zm00001eb103500	13152	18794	7451	15657	9852	17973	16524	18633
Zm00001eb103510	1321	1787.86	1720.02	1530.23	1138	1276.68	1512	1712.04
Zm00001eb103520	31.07	0	59.73	0	20.05	0	13.08	0
Zm00001eb103530	0	0	0	0	0	0	0	0
Zm00001eb103540	127	185	157	106	173	140	206	200.48
Zm00001eb103550	0	0	0	0	0	0	0	0
Zm00001eb103560	1361	1071	1140.21	772	1158	975	1533	1022
Zm00001eb103570	852	569	926	520	720	550	1114	609
Zm00001eb103580	1528	1735	1433	1220	1594	1592	1723	1802.94
Zm00001eb103590	0	0	0	0	0	0	0	0
Zm00001eb103600	0	0	0	0	0	0	0	0
Zm00001eb103610	858	534	780	333	774	494	777	510
Zm00001eb103630	496	661	464	400	472	581	594	577
Zm00001eb103650	15.21	0	10	0	3	0	22	1
Zm00001eb103660	0	0	0	0	0	0	0	0
Zm00001eb103670	93.44	0	18.69	0	18.04	0	29.25	0
Zm00001eb103680	138	79	89	42	34	5	92	59
Zm00001eb103700	310	182	323	269	347	202	314	206
Zm00001eb103710	1	0	0	0	0	0	0	0
Zm00001eb103720	2171	1939	1612	1370	1749	1700	2370	2005
Zm00001eb103730	728	839	883	619	682	599	816	1065
Zm00001eb103740	6	0	9	0	15	2	7	0
Zm00001eb103750	993	1338	451	492	738	1226	1210	972
Zm00001eb103760	4478	2924	3888	2690	3559	2237	4870	3037
Zm00001eb103780	0	0	0	0	0	0	0	0
Zm00001eb103800	2125	1138	1986	1160	1795	1269	1676	1238
Zm00001eb103810	36	57	49	49	36	29	44	48
Zm00001eb103820	60	62	43	58	39	43	58	50
Zm00001eb103830	8	2	12	3	4	3	12	9
Zm00001eb103840	16	12	0	1	4	1	5	2
Zm00001eb103860	0	0	0	0	0	0	0	0
Zm00001eb103870	0	0	0	0	0	0	0	0
Zm00001eb103880	77	15	49	3	39	16	117	25
Zm00001eb103890	203	313.98	118	184	113	174	210	203
Zm00001eb103900	1625	2106	1974	1821	1688	2357	1746	2115
Zm00001eb103910	0	0	0	0	0	0	0	0
Zm00001eb103920	0	0	0	0	0	0	0	0
Zm00001eb103930	0	0	0	0	0	0	0	0
Zm00001eb103940	45.53	105.73	68.24	26.55	27.9	31.29	45.63	23.1
Zm00001eb103950	368.47	288.27	207.76	140.45	54.1	50.71	96.37	75.9
Zm00001eb103960	29	21	31	31	14	18	32	20
Zm00001eb103980	672	333	1055	194	592	220	395	107
Zm00001eb103990	173.23	132.31	209.55	154.6	95.21	55.9	206.2	90.04
Zm00001eb104000	0	4	0	5	5	0	0	10
Zm00001eb104010	1	0	0	0	0	1	0	0
Zm00001eb104020	15.77	6.69	22.45	12.4	4.79	5.1	8.8	6.96
Zm00001eb104040	459	477	465	660	273	403	432	489
Zm00001eb104050	116	499	170	355	77	290	113	398
Zm00001eb104060	279	298	259	171	190	250	286	237
Zm00001eb104070	1142	929	1366	675	1163	733	1285	754
Zm00001eb104080	0	0	0	0	0	0	0	0
Zm00001eb104090	91	26	109	56	106	63	62	37
Zm00001eb104100	130	56	97	58	303	190	175	160
Zm00001eb104110	165	33	132	50	162	28	59	13
Zm00001eb104120	588.78	90.23	519.94	200.83	440.01	112.92	128.3	104.74
Zm00001eb104130	266.32	100.83	235.04	155.22	217.97	140.3	41.51	58.81
Zm00001eb104140	362.22	103.84	378.76	165.37	204.7	176.52	104.8	58.19
Zm00001eb104150	0	12.93	1.3	39.8	0.29	53.56	9.89	17.07
Zm00001eb104160	265.68	95.17	327.96	149.47	261.03	90.63	83.49	28.19
Zm00001eb104170	12.72	0	17.19	39.14	21.25	4.63	0	8.49
Zm00001eb104180	100.28	13	62.81	37.86	29.75	14.37	35	6.51
Zm00001eb104190	347	25	311	102.32	85	46.06	49	33
Zm00001eb104210	715	269	625	402	362	178	483	223
Zm00001eb104220	6952	9488	3637	4831	6463	9656	7647	10326
Zm00001eb104230	0	0	0	0	0	0	0	0
Zm00001eb104240	0	0	0	0	0	0	0	0
Zm00001eb104250	39	39	64	29	27	19	44	28
Zm00001eb104260	308	536	362	302	194	162	246	255
Zm00001eb104270	109	113	141	73	88	74	122	79
Zm00001eb104280	356	495	448	366	395	423	441	367
Zm00001eb104290	2545	3297.77	2108	2678	2651	3480.39	3828	3210.63
Zm00001eb104300	145	191	84	67	54	82	102	167
Zm00001eb104320	0	14.05	0	8	0	9.05	0	13
Zm00001eb104330	0	348.13	5.85	138.54	0	178.75	0	206.75
Zm00001eb104340	0	26.97	0	0	0	26.31	11.15	0
Zm00001eb104350	86	145.95	105	80	32	60.95	57	70
Zm00001eb104360	133	675.9	180.15	495.46	75	542.94	109.85	510.25
Zm00001eb104370	11	11	22	9	6	2	7	6
Zm00001eb104380	187	128	151	108	154	78	181	82
Zm00001eb104400	6050	6315	5890	4898	6187	6353	7920	8132
Zm00001eb104410	676	699	905	589	597	436	1177	1126
Zm00001eb104420	344	304	375	308	165	145	316	183
Zm00001eb104430	970	468	834	260	902	370	1282	415
Zm00001eb104440	0	0	0	0	0	0	0	0
Zm00001eb104450	0	0	0	0	0	0	0	0
Zm00001eb104460	115	123	124	83	163	174	203	106
Zm00001eb104470	8	8	29	6	37	3	7	7
Zm00001eb104480	1221	1367	1253	1109	1336	1308	1603	1543
Zm00001eb104490	0	1	0	0	0	0	1	0
Zm00001eb104510	797	971	592	530	723	787	902	859
Zm00001eb104520	246	454	128	289	227	311	255	309
Zm00001eb104530	689	826.66	560	512	497	627	700	618
Zm00001eb104540	3351.35	4962.26	2792.67	2764	1616.97	2508.47	3549.96	3082.63
Zm00001eb104550	121.65	164.74	54.33	66	53.03	136.53	94.04	66.37
Zm00001eb104560	121	179	124	98	94	80	147	146
Zm00001eb104570	71	12	55	19	19	1	34	4
Zm00001eb104590	1587	1141	1536	1086	1260	970	1914	1283
Zm00001eb104610	456	294	472	183	383	268	526	300
Zm00001eb104630	313	270	290	294	179	124	211	192
Zm00001eb104640	180	71	194	69	109	70	172	81
Zm00001eb104650	8	0	2	5	5	2	0	0
Zm00001eb104660	388	433	331	316	516	347	478	416
Zm00001eb104670	109	122	123	155	38	88	97	105
Zm00001eb104680	67	56	76	43	70	43	76	70
Zm00001eb104690	1058	825	882	516	1210	912	1161	994
Zm00001eb104700	0	0	2.04	0	0	0	2.03	0
Zm00001eb104710	240	352	605	491	150	269	181	189
Zm00001eb104720	18	5	25	3	1	2	15	9
Zm00001eb104730	2279.06	2468.3	2344.33	1689.56	1839.79	1950.42	2034.66	2072.82
Zm00001eb104740	44.94	22.7	103.67	41.44	73.21	35.58	62.34	46.18
Zm00001eb104750	1236	1793	1388	1213	1254	1706	1653	1920
Zm00001eb104760	240	297	247	217	360	197	324	300
Zm00001eb104770	0	0	0	0	0	0	0	0
Zm00001eb104780	544	791	937	868	719	919	661	845
Zm00001eb104790	735	807	683	517	783	894	623	603
Zm00001eb104800	0	0	0	0	0	0	0	0
Zm00001eb104810	856	790	790	768	577	622	771	727
Zm00001eb104820	3	5	0	3	3	4	2	1
Zm00001eb104830	52	91	65	77	81	88	112	296
Zm00001eb104840	466	249	237	75	161	200	238	165
Zm00001eb104850	662.28	825	795	761	598	581	751	911
Zm00001eb104860	556	880	547	637	553	670	618	715
Zm00001eb104870	70	91	39	62	50	70	73	76
Zm00001eb104880	660	1551	739	989	345	928	529	1087
Zm00001eb104900	196	188	119	132	153	167	227	163
Zm00001eb104920	11	214	6	127	10	222	29	164
Zm00001eb104930	1665	1817	938	1528	372	720	1561	3378
Zm00001eb104940	0	0	0	0	0	0	0	0
Zm00001eb104950	714	406	995	342	469	228	657	283
Zm00001eb104960	1688	2215	1514	1536	1517	2191	2004	2503
Zm00001eb104970	373	550	448	384	224	265	296	289
Zm00001eb104980	233	238	212	127	135	209	203	172
Zm00001eb104990	372	211	387	117	251	101	368	202
Zm00001eb105000	2304	2538	3849	3637	3587	2289	2520	2764
Zm00001eb105010	18	7	37	4	7	2	17	10
Zm00001eb105020	1378	1681	1765	1614	1007	1047	1481	1461
Zm00001eb105030	1612	2519	3115	3104	1210	1334	1951	2474
Zm00001eb105040	16	0	20	0	20	1	34	0
Zm00001eb105050	0	0	0	0	0	0	0	0
Zm00001eb105060	382	536.82	350.36	371.84	184	283.94	241	352.82
Zm00001eb105070	34	193	32	126	15	116	22	94
Zm00001eb105090	215	306	200	220	133	176	282	261
Zm00001eb105100	17.2	0	8.66	0	9.21	0	11.42	0
Zm00001eb105110	0	0	0	0	0	0	0	0
Zm00001eb105120	7037	8007	4229	4142	6808	9153	8843	9318
Zm00001eb105130	158	149	110	100	59	59	69	79
Zm00001eb105150	1	0	0	0	0	0	0	0
Zm00001eb105160	0	0	0	0	0	0	0	0
Zm00001eb105170	0	0	0	0	0	0	0	0
Zm00001eb105180	0	0	0	0	0	5.6	0	0
Zm00001eb105190	55	186	307	285	40	148.4	54	222
Zm00001eb105200	0	0	0	0	0	1	0	0
Zm00001eb105210	0	3	0	0	0	0	0	0
Zm00001eb105220	3	19	1	6	5	31	12	17
Zm00001eb105230	1508	2700	1184	1377	974	1316	1286	1223
Zm00001eb105240	4194.89	7801.75	2678.94	2917.65	1729.92	2541.92	2237.54	1951.24
Zm00001eb105250	4349.62	8597.67	2433.52	1469.47	1696.47	3155.29	787.94	1513.29
Zm00001eb105260	4971.32	10516.4	3253.66	3380.59	2171.93	4953.62	1437.61	2114.76
Zm00001eb105270	4.05	0	3.6	0	0	3.63	0	0
Zm00001eb105280	0	0	0	0	0	0	0	0
Zm00001eb105290	181	276	195	220	167	181	229	166
Zm00001eb105300	423.02	346	342.12	292	281.1	287	368	389
Zm00001eb105310	824	688	685	458	607	626	867	676
Zm00001eb105320	0	3	0	0	0	0	1	0
Zm00001eb105340	678	616	908	617	552	497	692	514
Zm00001eb105350	12	28	22	33	1	8	3	31
Zm00001eb105360	8	33	5	40	2	15	9	40
Zm00001eb105390	68	76	86	50	109	89	126	83
Zm00001eb105400	119	55	221	92	161	22	82	43
Zm00001eb105410	740	1235	547	940	819	1310	899	1302
Zm00001eb105420	1143	1345	1403	1149	806	816	1364	1228
Zm00001eb105440	0	0	0	0	0	0	0	0
Zm00001eb105450	0	0	0	0	0	0	0	0
Zm00001eb105460	3	1	3	2	0	1	5	1
Zm00001eb105480	719	951	786	833	447	554	794	706
Zm00001eb105490	583	976	566	488	579	783	812	820
Zm00001eb105500	19	16	8	8	16	98	5	14
Zm00001eb105510	1776	2467	1502	1471	1803	2442	2414	2804
Zm00001eb105520	0	0	0	0	0	0	0	0
Zm00001eb105530	2.02	0	0	0	0	0	0	40.03
Zm00001eb105540	2224	2386	2407	2430	2000	2121	2945	2545
Zm00001eb105550	1329	2471	1139	1962	1524	2654	1973	2879
Zm00001eb105560	822	842	979	671	1003	1013	936	830
Zm00001eb105570	0	0	0	0	0	0	0	0
Zm00001eb105580	1573	331	1757	647	449	276	524	210
Zm00001eb105590	0	0	0	0	0	0	0	0
Zm00001eb105600	0	0	0	0	0	0	0	0
Zm00001eb105610	1269	1191	1793	873	2424	932	999	746
Zm00001eb105620	3.84	26.11	7.36	11.12	0	0	12	0
Zm00001eb105630	0.16	1.89	9.64	21.88	1	17	0	1
Zm00001eb105640	21	7	29	5	33	7	35	3
Zm00001eb105660	0	7	0	0	0	6	0	2
Zm00001eb105670	60	98	41	84	58	67	64	153
Zm00001eb105680	684	1069	500	602	626	736	795	930
Zm00001eb105690	519	862	203	362	245	579	492	588
Zm00001eb105700	0	0	0	0	0	0	0	0
Zm00001eb105710	381	789	384	550	373	591	414	602
Zm00001eb105730	831	922	965	1116	720	675	1080	854
Zm00001eb105740	7	15	6	11	6	18	8	10
Zm00001eb105750	453.33	492.27	294.53	302.9	423.13	431.06	603.09	409.9
Zm00001eb105760	0	0	0	0	0	0	0	0
Zm00001eb105770	262	129	375	95	463	72	320	78
Zm00001eb105780	22	50	34	33	45	32	93	34
Zm00001eb105790	93	160	134	104	95	135	103	86
Zm00001eb105800	163	136	84	206	147	127	261	269
Zm00001eb105810	710	546	472	322	407	401	488	403
Zm00001eb105820	37	81	47	91	37	41	34	24
Zm00001eb105830	1474	1755	1727	1848	2058	2151	2509	2218
Zm00001eb105840	577	740	267	359	436	647	701	733
Zm00001eb105850	2469	2428	2677	2088	2351	1972	2547	2484
Zm00001eb105860	2	0	0	0	2	0	0	0
Zm00001eb105870	392	254	418	240	124	139	212	115
Zm00001eb105880	26	31	42	29	20	26	56	21
Zm00001eb105890	2022	2188	2070	1858	2803	2405	2783	2847
Zm00001eb105900	2324	2522	2537	2121	2144	2605	2890	2646
Zm00001eb105910	71	9	51	15	38	7	62	11
Zm00001eb105920	0	0	0	0	0	0	0	0
Zm00001eb105930	0	0	0	0	0	0	0	0
Zm00001eb105940	0	0	0	0	0	0	0	0
Zm00001eb105950	19	10	24	11	5	12	17	5
Zm00001eb105960	483	561	554	452	328	288	422	408
Zm00001eb105970	60	7	60	8	102	2	199	37
Zm00001eb105990	0	0	0	0	0	0	0	0
Zm00001eb106010	1250	1647	1416	1936	906.05	955	1312	808
Zm00001eb106020	759	1350	256	722	205	747	378	1027
Zm00001eb106040	586	1001	358	923	484	984	801	1085
Zm00001eb106050	716	1033	793	827	414	573	714	746
Zm00001eb106060	271	385	139	306	183	411	318	302
Zm00001eb106070	4.59	14.38	11.13	23.77	1	3	2	12.41
Zm00001eb106080	316	143	293	72	219	131	287	183
Zm00001eb106090	15	81.84	14	81	12.91	57.89	15	106
Zm00001eb106100	579	846.16	549	574	634.09	473.11	567	603
Zm00001eb106120	502	705.41	629	714	620	668	761	762
Zm00001eb106130	713	782	672	506	716	598	1028	666
Zm00001eb106140	207	177	327	172	133	56	197	161
Zm00001eb106150	8066	8611	5247	4064	8269	9995	10364	9808
Zm00001eb106160	77	75	77	68	23	80	38	19
Zm00001eb106170	0	0	0	0	0	0	0	0
Zm00001eb106180	873	647	661	685	577	523	958	620
Zm00001eb106190	0	0	0	0	0	0	0	3
Zm00001eb106200	0	0	0	4	0	0	0	0
Zm00001eb106210	95	48	111	33	85	13	68	36
Zm00001eb106230	127	107	157	109	100	37	91	89
Zm00001eb106240	342	345	253	279	126	181	155	182
Zm00001eb106250	0	41	3	17	12	48	3	45
Zm00001eb106270	0	7	0	5	0	1	0	0
Zm00001eb106290	95	159	144	114	224	163	166	174
Zm00001eb106300	159	29	122	44	80	81	38	71
Zm00001eb106310	20	8	17	11	27	12	17	13
Zm00001eb106320	120	188	155	100	65	125	116	144
Zm00001eb106330	0	0	0	0	0	0	0	0
Zm00001eb106340	0	0	0	0	0	0	0	0
Zm00001eb106350	0	0	0	0	0	0	0	0
Zm00001eb106360	2217	3033	2091	1987	2621.99	2416	3354	3576
Zm00001eb106370	278	130	327	170	161	66	253	110
Zm00001eb106380	58	106	192	96	30	4	41	31
Zm00001eb106390	33	11	112	14	2	1	11	0
Zm00001eb106400	0	0	0	0	0	0	0	0
Zm00001eb106410	22	52	157	40	1	5	14	27
Zm00001eb106420	0	8	0	2	0	0	0	6
Zm00001eb106430	2814	3695.82	1533	1318	243	498.07	160	229.95
Zm00001eb106440	74	191.18	71	133	40	180.93	90	199.05
Zm00001eb106450	2481	2311	1403	2289	1099	1570	1878	1849
Zm00001eb106460	933	1502	527	1166	724	1522	944	1573
Zm00001eb106470	76	57	101	69	35	30	88	27
Zm00001eb106480	0	0	0	0	0	0	0	0
Zm00001eb106490	316	309	395	411	413	419	479	404
Zm00001eb106500	591	621	762	616	383	322	531	460
Zm00001eb106510	132	143	179	174	121	96	108	148
Zm00001eb106520	0	0	0	0	0	0	0	0
Zm00001eb106530	288	471	192	259	244	442	387	497
Zm00001eb106550	0	0	0	0	0	0	1.01	0
Zm00001eb106560	0	0	0	0	0	0	0	0
Zm00001eb106570	0	0	0	0	0	0	0	0
Zm00001eb106580	652	812	659	828	481	289	350	467
Zm00001eb106590	580	803	474	469	281	503	504	601
Zm00001eb106600	38.27	0	13.27	0	10.1	0	2	1
Zm00001eb106610	0	0	0	0	0	0	0	0
Zm00001eb106620	8	46	16	23	7	23	12	12
Zm00001eb106630	3277	2564	2964	2147	2959	2276	3940	3115
Zm00001eb106640	834	1275	1372	806	931	758	1254	1086
Zm00001eb106650	44	97	44	66	18	56	49	47
Zm00001eb106660	1333	2263	907	929	501	1066	749	1219
Zm00001eb106670	35	3	42	5	53	2	59	2
Zm00001eb106680	4804	6841.93	5050	5508.98	5880	6793	7380	6501
Zm00001eb106710	0	0	0	0	0	0	0	0
Zm00001eb106720	124	188	224	209	216	171	238	176
Zm00001eb106730	0	0	0	0	0	0	0	0
Zm00001eb106740	1216	1086	1080	705	1181	940	1397	823
Zm00001eb106750	1454.21	942.29	674.03	482.29	505.54	639.66	1046.34	907.28
Zm00001eb106760	121.79	47.69	141.97	12.71	95.46	12.33	99.65	22.72
Zm00001eb106770	489	487	518	350	721	628	715	615
Zm00001eb106780	0	0	0	0	0	0	0	0
Zm00001eb106790	47.35	3	9	11	14	1	22	15
Zm00001eb106800	0	0	0	0	0	0	0	0
Zm00001eb106810	428.73	560.73	448.45	597.08	72.18	189	28.18	20
Zm00001eb106820	63.27	62.27	27.55	45.92	12.82	0	3.82	0
Zm00001eb106830	435	526	286	276	282	332	396	337
Zm00001eb106840	1007	812	733	364	875	648	1543	1050
Zm00001eb106850	73.88	46.85	29.76	33.75	32.73	36.88	51.72	60.74
Zm00001eb106860	4.12	16.15	8.24	1.25	4.27	5.12	3.28	9.26
Zm00001eb106870	0	0	0	0	0	0	0	0
Zm00001eb106880	0	0	0	0	0	0	0	0
Zm00001eb106890	947.95	1255.12	1166.49	1063.21	876.57	1031.96	1229.67	1066.08
Zm00001eb106900	409	169	250	82	354	200	535	199
Zm00001eb106910	201	156.97	330	155.98	153	96	196	122.99
Zm00001eb106920	32	48.84	34.32	44.87	13	23	32	28
Zm00001eb106930	0	21.16	3.68	8.13	0	0	0	0
Zm00001eb106940	186	187	365.55	325	191	241	359	266
Zm00001eb106950	31	55	12	14	17	22	24	31
Zm00001eb106960	2487.95	2303	2530.14	1764.9	1853.56	1512.27	2508.04	2145
Zm00001eb106990	219	204	102.13	88.62	117	143.42	150	178
Zm00001eb107000	0	0	33.87	45.38	0	11.58	0	0
Zm00001eb107010	438	561	396	386	372	341	461	507
Zm00001eb107020	60	78	60	67	64	52	70	50
Zm00001eb107030	44	42	28	45	21	11	34	28
Zm00001eb107040	5753	7631	6106	5582	4744	5151	7839	7033
Zm00001eb107050	485	507	340	246	213	249	476	369
Zm00001eb107060	0	0	0	0	0	0	0	0
Zm00001eb107070	0	0	0	0	0	0	0	0
Zm00001eb107080	330.64	518.83	128.09	226.13	174.52	272.89	229.24	152.06
Zm00001eb107090	88.36	20.17	238.91	121.87	185.48	82.11	147.76	216.94
Zm00001eb107100	129	109	90	66	14	10	17	7
Zm00001eb107110	3584.76	4149.95	2367.27	2489.77	3295.93	4099.95	4039.69	4350.14
Zm00001eb107120	13	19	9	9	12	10	19	20
Zm00001eb107130	150	372	191	204	144	208	225	293
Zm00001eb107140	0	0	0	0	0	0	0	1
Zm00001eb107150	0	0	0	0	0	0	0	0
Zm00001eb107160	98	27	61	27	90	45	79	24
Zm00001eb107170	426	608	341	565	597	656	599	674
Zm00001eb107180	219	618	186	333	77	311	144	356
Zm00001eb107190	401	473	371	329	503	540	547	523
Zm00001eb107210	19	55	23	43	20	30	28	27
Zm00001eb107220	681	1480	1010	1101	393	795	781	1202
Zm00001eb107230	1339	1359	4005	1458	2254	1260	2140	1804
Zm00001eb107240	98	2	140	2	155	20	69	18
Zm00001eb107250	1068	1769	2090	2213	1512	2012	2681	2474
Zm00001eb107270	48	341	57	339	89	559	138	945
Zm00001eb107280	100	141	171	177	124	120	208	137
Zm00001eb107290	139	358	80	332	81	330	120	366
Zm00001eb107300	0	0	0	0	0	0	0	0
Zm00001eb107310	0	0	0	1	0	0	0	0
Zm00001eb107320	4	88	5	116	2	19	10	73
Zm00001eb107340	0	0	0	0	0	0	0	0
Zm00001eb107350	309	300	577	415	426	130	442	181
Zm00001eb107360	0	0	1	3	4	0	4	0
Zm00001eb107370	143	134	285	316	163	146	185	142
Zm00001eb107380	3.4	3.76	5.57	6.29	4.19	2.4	0	0
Zm00001eb107400	758	855	969	845	592	445	665	613
Zm00001eb107420	233	253	178	289	133	149	190	272
Zm00001eb107430	44	187	61	137	32	105	29	164
Zm00001eb107440	0	133.37	0	121.93	0	90.13	1	113.69
Zm00001eb107450	10.01	0	9.56	5	19.6	0	5	0
Zm00001eb107460	4.99	0	5.44	0	13.4	0	10	0
Zm00001eb107470	0	0	0	0	0	0	0	1
Zm00001eb107480	2767	2675	1287	3066	1752	2075	1790	4407
Zm00001eb107490	3762	6612	2445	3697	4589	5113	5128	6868
Zm00001eb107500	2	3	3	2	0	1	3	2
Zm00001eb107510	0	0	0	0	0	0	1	0
Zm00001eb107520	350	277	301	224	183	216	265	228
Zm00001eb107530	593	635	516	373	870	635	1136	628
Zm00001eb107540	139	338	134	205	114	255	142	271
Zm00001eb107550	160	384	118	210	229	173	117	164
Zm00001eb107560	1074.63	1435.59	383.11	618	131.7	294	41	141
Zm00001eb107570	0	0	0	0	0	1	0	0
Zm00001eb107580	0	0	0	0	0	0	0	0
Zm00001eb107590	3197	4026	2515	3989	3509	4288	3827.23	5467
Zm00001eb107600	0	0	0	0	0	0	0	0
Zm00001eb107610	0	0	0	2	0	0	0	0
Zm00001eb107620	421	407	400	344	483	352	469	549
Zm00001eb107630	5	3	2	1	4	1	14	14
Zm00001eb107640	399	281	498	177	422	380	540	462
Zm00001eb107650	0	0	0	0	0	0	0	0
Zm00001eb107660	1454	1283	1443	988	1247	1092	1858	1497
Zm00001eb107670	596	1103.04	625.78	720.97	551.77	814.77	834.74	779.91
Zm00001eb107690	153	629	214	530	90	334	132	300
Zm00001eb107700	1373.51	1926	1748	1727	1326.53	1161	1707.47	1947
Zm00001eb107710	1329	1812	979	948	986	1408	1281	1381
Zm00001eb107720	590	874	707	886	584	1034	733	936
Zm00001eb107730	149.06	337.29	158.84	360.73	126.88	201.62	114.42	301.07
Zm00001eb107740	60.94	83.71	81.16	59.27	60.12	42.38	76.42	82.93
Zm00001eb107750	572	1020	1146	1258	231	646	344	860
Zm00001eb107760	437	939	454	660	260	787	247	699
Zm00001eb107770	22	15	8	16	6	10	1	11
Zm00001eb107790	0	0	0	0	0	0.01	0	0
Zm00001eb107800	16	4	6	5	9	8	2	8
Zm00001eb107810	894	1768	1106	1259	540	2000	627	811
Zm00001eb107820	0	2	0	0	0	0	0	0
Zm00001eb107830	0	0	0	0	0	0	0	0
Zm00001eb107840	0	0	0	0	2	0	4	0
Zm00001eb107850	10.56	13.06	0	1.58	9.89	10.19	18.79	6.73
Zm00001eb107860	0	0	0	0	0	0	0	0
Zm00001eb107870	2236	3325	3613	3521	1802	1537	2056	2505
Zm00001eb107890	253	33	303	34	194	63	259	62
Zm00001eb107900	393	151	521	263	556	423	413	304
Zm00001eb107910	193	202.51	449.8	224.55	131.79	133.71	412.31	314.82
